AÑO;MES;MUNICIPIO;DATO
2012;septiembre;Santiago del Teide;643
2012;octubre;Santiago del Teide;642
2012;noviembre;Santiago del Teide;642
2012;diciembre;Santiago del Teide;593
2013;enero;Santiago del Teide;570
2013;febrero;Santiago del Teide;575
2013;marzo;Santiago del Teide;581
2013;abril;Santiago del Teide;606
2013;mayo;Santiago del Teide;623
2013;junio;Santiago del Teide;626
2003;enero;El Sauzal;497
2003;febrero;El Sauzal;505
2003;marzo;El Sauzal;546
2003;abril;El Sauzal;565
2003;mayo;El Sauzal;580
2003;junio;El Sauzal;598
2003;julio;El Sauzal;614
2003;agosto;El Sauzal;623
2003;septiembre;El Sauzal;662
2003;octubre;El Sauzal;689
2003;noviembre;El Sauzal;747
2003;diciembre;El Sauzal;746
2004;enero;El Sauzal;787
2004;febrero;El Sauzal;844
2004;marzo;El Sauzal;881
2004;abril;El Sauzal;912
2004;mayo;El Sauzal;932
2004;junio;El Sauzal;957
2004;julio;El Sauzal;956
2004;agosto;El Sauzal;999
2004;septiembre;El Sauzal;992
2004;octubre;El Sauzal;989
2004;noviembre;El Sauzal;994
2004;diciembre;El Sauzal;977
2005;enero;El Sauzal;1016
2005;febrero;El Sauzal;1031
2005;marzo;El Sauzal;1021
2005;abril;El Sauzal;1046
2005;mayo;El Sauzal;1051
2005;junio;El Sauzal;1070
2005;julio;El Sauzal;1076
2005;agosto;El Sauzal;1067
2005;septiembre;El Sauzal;1017
2005;octubre;El Sauzal;1007
2005;noviembre;El Sauzal;988
2005;diciembre;El Sauzal;1006
2006;enero;El Sauzal;1052
2006;febrero;El Sauzal;1037
2006;marzo;El Sauzal;1027
2006;abril;El Sauzal;997
2006;mayo;El Sauzal;987
2006;junio;El Sauzal;998
2006;julio;El Sauzal;1034
2006;agosto;El Sauzal;1035
2006;septiembre;El Sauzal;1037
2006;octubre;El Sauzal;1081
2006;noviembre;El Sauzal;1122
2006;diciembre;El Sauzal;1132
2007;enero;El Sauzal;1159
2007;febrero;El Sauzal;1188
2007;marzo;El Sauzal;1181
2007;abril;El Sauzal;1204
2007;mayo;El Sauzal;1229
2007;junio;El Sauzal;1228
2007;julio;El Sauzal;1241
2007;agosto;El Sauzal;1226
2007;septiembre;El Sauzal;1249
2007;octubre;El Sauzal;1291
2007;noviembre;El Sauzal;1287
2007;diciembre;El Sauzal;1274
2008;enero;El Sauzal;1290
2008;febrero;El Sauzal;1318
2008;marzo;El Sauzal;1317
2008;abril;El Sauzal;1326
2008;mayo;El Sauzal;1330
2008;junio;El Sauzal;1331
2008;julio;El Sauzal;1299
2008;agosto;El Sauzal;1273
2008;septiembre;El Sauzal;1277
2008;octubre;El Sauzal;1283
2008;noviembre;El Sauzal;1297
2008;diciembre;El Sauzal;1245
2009;enero;El Sauzal;1264
2009;febrero;El Sauzal;1276
2009;marzo;El Sauzal;1283
2009;abril;El Sauzal;1286
2009;mayo;El Sauzal;1268
2009;junio;El Sauzal;1248
2009;julio;El Sauzal;1281
2009;agosto;El Sauzal;1268
2009;septiembre;El Sauzal;1270
2009;octubre;El Sauzal;1226
2009;noviembre;El Sauzal;1229
2009;diciembre;El Sauzal;1215
2010;enero;El Sauzal;1188
2010;febrero;El Sauzal;1178
2010;marzo;El Sauzal;1140
2010;abril;El Sauzal;1075
2010;mayo;El Sauzal;1062
2010;junio;El Sauzal;1038
2010;julio;El Sauzal;1034
2010;agosto;El Sauzal;1027
2010;septiembre;El Sauzal;1029
2010;octubre;El Sauzal;1042
2010;noviembre;El Sauzal;1054
2010;diciembre;El Sauzal;1070
2011;enero;El Sauzal;1079
2011;febrero;El Sauzal;1061
2011;marzo;El Sauzal;1052
2011;abril;El Sauzal;1063
2011;mayo;El Sauzal;1062
2011;junio;El Sauzal;1065
2011;julio;El Sauzal;1025
2011;agosto;El Sauzal;1011
2011;septiembre;El Sauzal;1043
2011;octubre;El Sauzal;1047
2011;noviembre;El Sauzal;1016
2011;diciembre;El Sauzal;1022
2012;enero;El Sauzal;1056
2012;febrero;El Sauzal;996
2012;marzo;El Sauzal;1014
2012;abril;El Sauzal;980
2012;mayo;El Sauzal;955
2012;junio;El Sauzal;943
2012;julio;El Sauzal;933
2012;agosto;El Sauzal;951
2012;septiembre;El Sauzal;989
2012;octubre;El Sauzal;987
2012;noviembre;El Sauzal;965
2012;diciembre;El Sauzal;952
2013;enero;El Sauzal;952
2013;febrero;El Sauzal;933
2013;marzo;El Sauzal;902
2013;abril;El Sauzal;887
2013;mayo;El Sauzal;859
2013;junio;El Sauzal;835
2003;enero;Los Silos;2832
2003;febrero;Los Silos;2955
2003;marzo;Los Silos;3110
2003;abril;Los Silos;3221
2003;mayo;Los Silos;3535
2003;junio;Los Silos;3668
2003;julio;Los Silos;3777
2003;agosto;Los Silos;3787
2003;septiembre;Los Silos;3891
2003;octubre;Los Silos;4054
2003;noviembre;Los Silos;4247
2003;diciembre;Los Silos;4352
2004;enero;Los Silos;4549
2004;febrero;Los Silos;4786
2004;marzo;Los Silos;4889
2004;abril;Los Silos;5080
2004;mayo;Los Silos;5170
2004;junio;Los Silos;5182
2004;julio;Los Silos;5177
2004;agosto;Los Silos;5231
2004;septiembre;Los Silos;5218
2004;octubre;Los Silos;5108
2004;noviembre;Los Silos;5136
2004;diciembre;Los Silos;5187
2005;enero;Los Silos;5288
2005;febrero;Los Silos;5307
2005;marzo;Los Silos;5443
2005;abril;Los Silos;5508
2005;mayo;Los Silos;5533
2005;junio;Los Silos;5578
2005;julio;Los Silos;5439
2005;agosto;Los Silos;5454
2005;septiembre;Los Silos;5424
2005;octubre;Los Silos;5447
2005;noviembre;Los Silos;5319
2005;diciembre;Los Silos;5215
2006;enero;Los Silos;5269
2006;febrero;Los Silos;5348
2006;marzo;Los Silos;5393
2006;abril;Los Silos;5388
2006;mayo;Los Silos;5256
2006;junio;Los Silos;5268
2006;julio;Los Silos;5350
2006;agosto;Los Silos;5373
2006;septiembre;Los Silos;5372
2006;octubre;Los Silos;5394
2006;noviembre;Los Silos;5600
2006;diciembre;Los Silos;5525
2007;enero;Los Silos;5719
2007;febrero;Los Silos;5833
2007;marzo;Los Silos;5946
2007;abril;Los Silos;6043
2007;mayo;Los Silos;6191
2007;junio;Los Silos;6176
2007;julio;Los Silos;6176
2007;agosto;Los Silos;6182
2007;septiembre;Los Silos;6127
2007;octubre;Los Silos;6085
2007;noviembre;Los Silos;6076
2007;diciembre;Los Silos;6017
2008;enero;Los Silos;6057
2008;febrero;Los Silos;6110
2008;marzo;Los Silos;6111
2008;abril;Los Silos;6222
2008;mayo;Los Silos;6257
2008;junio;Los Silos;6208
2008;julio;Los Silos;6183
2008;agosto;Los Silos;6067
2008;septiembre;Los Silos;6045
2008;octubre;Los Silos;6015
2008;noviembre;Los Silos;5967
2008;diciembre;Los Silos;5799
2009;enero;Los Silos;5807
2009;febrero;Los Silos;5776
2009;marzo;Los Silos;5871
2009;abril;Los Silos;5879
2009;mayo;Los Silos;5825
2009;junio;Los Silos;5715
2009;julio;Los Silos;5699
2009;agosto;Los Silos;5637
2009;septiembre;Los Silos;5630
2009;octubre;Los Silos;5589
2009;noviembre;Los Silos;5569
2009;diciembre;Los Silos;5448
2010;enero;Los Silos;5424
2010;febrero;Los Silos;5419
2010;marzo;Los Silos;5387
2010;abril;Los Silos;5223
2010;mayo;Los Silos;5255
2010;junio;Los Silos;5153
2010;julio;Los Silos;5130
2010;agosto;Los Silos;5054
2010;septiembre;Los Silos;4997
2010;octubre;Los Silos;5067
2010;noviembre;Los Silos;5062
2010;diciembre;Los Silos;5018
2011;enero;Los Silos;5076
2011;febrero;Los Silos;5014
2011;marzo;Los Silos;4947
2011;abril;Los Silos;4891
2011;mayo;Los Silos;4843
2011;junio;Los Silos;4766
2011;julio;Los Silos;4687
2011;agosto;Los Silos;4605
2011;septiembre;Los Silos;4577
2011;octubre;Los Silos;4643
2011;noviembre;Los Silos;4653
2011;diciembre;Los Silos;4571
2012;enero;Los Silos;4572
2012;febrero;Los Silos;4590
2012;marzo;Los Silos;4639
2012;abril;Los Silos;4451
2012;mayo;Los Silos;4290
2012;junio;Los Silos;4254
2012;julio;Los Silos;4272
2012;agosto;Los Silos;4286
2012;septiembre;Los Silos;4345
2012;octubre;Los Silos;4389
2012;noviembre;Los Silos;4371
2012;diciembre;Los Silos;4303
2013;enero;Los Silos;4238
2013;febrero;Los Silos;4218
2013;marzo;Los Silos;4207
2013;abril;Los Silos;4224
2013;mayo;Los Silos;4189
2013;junio;Los Silos;4119
2003;enero;Tacoronte;1565
2003;febrero;Tacoronte;1631
2003;marzo;Tacoronte;1719
2003;abril;Tacoronte;1787
2003;mayo;Tacoronte;1834
2003;junio;Tacoronte;1911
2003;julio;Tacoronte;1880
2003;agosto;Tacoronte;1894
2003;septiembre;Tacoronte;1989
2003;octubre;Tacoronte;2196
2003;noviembre;Tacoronte;2265
2003;diciembre;Tacoronte;2305
2004;enero;Tacoronte;2444
2004;febrero;Tacoronte;2559
2004;marzo;Tacoronte;2690
2004;abril;Tacoronte;2821
2004;mayo;Tacoronte;2928
2004;junio;Tacoronte;2947
2004;julio;Tacoronte;2943
2004;agosto;Tacoronte;2926
2004;septiembre;Tacoronte;2955
2004;octubre;Tacoronte;2987
2004;noviembre;Tacoronte;2988
2004;diciembre;Tacoronte;3028
2005;enero;Tacoronte;3104
2005;febrero;Tacoronte;3145
2005;marzo;Tacoronte;3235
2005;abril;Tacoronte;3254
2005;mayo;Tacoronte;3301
2005;junio;Tacoronte;3316
2005;julio;Tacoronte;3213
2005;agosto;Tacoronte;3283
2005;septiembre;Tacoronte;3223
2005;octubre;Tacoronte;3239
2005;noviembre;Tacoronte;3185
2005;diciembre;Tacoronte;3196
2006;enero;Tacoronte;3277
2006;febrero;Tacoronte;3275
2006;marzo;Tacoronte;3231
2006;abril;Tacoronte;3248
2006;mayo;Tacoronte;3164
2006;junio;Tacoronte;3207
2006;julio;Tacoronte;3243
2006;agosto;Tacoronte;3197
2006;septiembre;Tacoronte;3230
2006;octubre;Tacoronte;3339
2006;noviembre;Tacoronte;3489
2006;diciembre;Tacoronte;3489
2007;enero;Tacoronte;3612
2007;febrero;Tacoronte;3657
2007;marzo;Tacoronte;3712
2007;abril;Tacoronte;3740
2007;mayo;Tacoronte;3754
2007;junio;Tacoronte;3753
2007;julio;Tacoronte;3763
2007;agosto;Tacoronte;3747
2007;septiembre;Tacoronte;3725
2007;octubre;Tacoronte;3713
2007;noviembre;Tacoronte;3753
2007;diciembre;Tacoronte;3716
2008;enero;Tacoronte;3721
2008;febrero;Tacoronte;3766
2008;marzo;Tacoronte;3758
2008;abril;Tacoronte;3790
2008;mayo;Tacoronte;3802
2008;junio;Tacoronte;3810
2008;julio;Tacoronte;3840
2008;agosto;Tacoronte;3799
2008;septiembre;Tacoronte;3744
2008;octubre;Tacoronte;3768
2008;noviembre;Tacoronte;3831
2008;diciembre;Tacoronte;3683
2009;enero;Tacoronte;3602
2009;febrero;Tacoronte;3622
2009;marzo;Tacoronte;3671
2009;abril;Tacoronte;3653
2009;mayo;Tacoronte;3594
2009;junio;Tacoronte;3523
2009;julio;Tacoronte;3558
2009;agosto;Tacoronte;3494
2009;septiembre;Tacoronte;3498
2009;octubre;Tacoronte;3474
2009;noviembre;Tacoronte;3503
2009;diciembre;Tacoronte;3471
2010;enero;Tacoronte;3475
2010;febrero;Tacoronte;3448
2010;marzo;Tacoronte;3431
2010;abril;Tacoronte;3302
2010;mayo;Tacoronte;3221
2010;junio;Tacoronte;3228
2010;julio;Tacoronte;3201
2010;agosto;Tacoronte;3179
2010;septiembre;Tacoronte;3142
2010;octubre;Tacoronte;3209
2010;noviembre;Tacoronte;3208
2010;diciembre;Tacoronte;3192
2011;enero;Tacoronte;3213
2011;febrero;Tacoronte;3173
2011;marzo;Tacoronte;3172
2011;abril;Tacoronte;3153
2011;mayo;Tacoronte;3146
2011;junio;Tacoronte;3149
2011;julio;Tacoronte;3072
2011;agosto;Tacoronte;3064
2011;septiembre;Tacoronte;3066
2011;octubre;Tacoronte;3076
2011;noviembre;Tacoronte;3100
2011;diciembre;Tacoronte;3012
2012;enero;Tacoronte;3104
2012;febrero;Tacoronte;3114
2012;marzo;Tacoronte;3115
2012;abril;Tacoronte;3031
2012;mayo;Tacoronte;2990
2012;junio;Tacoronte;2943
2012;julio;Tacoronte;2952
2012;agosto;Tacoronte;2947
2012;septiembre;Tacoronte;3024
2012;octubre;Tacoronte;3035
2012;noviembre;Tacoronte;2981
2012;diciembre;Tacoronte;2941
2013;enero;Tacoronte;2864
2013;febrero;Tacoronte;2819
2013;marzo;Tacoronte;2797
2013;abril;Tacoronte;2762
2013;mayo;Tacoronte;2772
2013;junio;Tacoronte;2714
2003;enero;El Tanque;231
2003;febrero;El Tanque;238
2003;marzo;El Tanque;246
2003;abril;El Tanque;266
2003;mayo;El Tanque;311
2003;junio;El Tanque;327
2003;julio;El Tanque;345
2003;agosto;El Tanque;347
2003;septiembre;El Tanque;362
2003;octubre;El Tanque;393
2003;noviembre;El Tanque;413
2003;diciembre;El Tanque;416
2004;enero;El Tanque;428
2004;febrero;El Tanque;419
2004;marzo;El Tanque;418
2004;abril;El Tanque;453
2004;mayo;El Tanque;476
2004;junio;El Tanque;472
2004;julio;El Tanque;479
2004;agosto;El Tanque;444
2004;septiembre;El Tanque;427
2004;octubre;El Tanque;413
2004;noviembre;El Tanque;412
2004;diciembre;El Tanque;409
2005;enero;El Tanque;408
2005;febrero;El Tanque;413
2005;marzo;El Tanque;445
2005;abril;El Tanque;443
2005;mayo;El Tanque;436
2005;junio;El Tanque;448
2005;julio;El Tanque;429
2005;agosto;El Tanque;427
2005;septiembre;El Tanque;427
2005;octubre;El Tanque;446
2005;noviembre;El Tanque;417
2005;diciembre;El Tanque;410
2006;enero;El Tanque;428
2006;febrero;El Tanque;416
2006;marzo;El Tanque;412
2006;abril;El Tanque;390
2006;mayo;El Tanque;376
2006;junio;El Tanque;384
2006;julio;El Tanque;379
2006;agosto;El Tanque;383
2006;septiembre;El Tanque;384
2006;octubre;El Tanque;391
2006;noviembre;El Tanque;450
2006;diciembre;El Tanque;442
2007;enero;El Tanque;462
2007;febrero;El Tanque;462
2007;marzo;El Tanque;452
2007;abril;El Tanque;461
2007;mayo;El Tanque;475
2007;junio;El Tanque;459
2007;julio;El Tanque;441
2007;agosto;El Tanque;443
2007;septiembre;El Tanque;431
2007;octubre;El Tanque;422
2007;noviembre;El Tanque;423
2007;diciembre;El Tanque;415
2008;enero;El Tanque;411
2008;febrero;El Tanque;405
2008;marzo;El Tanque;411
2008;abril;El Tanque;411
2008;mayo;El Tanque;411
2008;junio;El Tanque;394
2008;julio;El Tanque;399
2008;agosto;El Tanque;393
2008;septiembre;El Tanque;390
2008;octubre;El Tanque;399
2008;noviembre;El Tanque;392
2008;diciembre;El Tanque;386
2009;enero;El Tanque;376
2009;febrero;El Tanque;374
2009;marzo;El Tanque;371
2009;abril;El Tanque;361
2009;mayo;El Tanque;366
2009;junio;El Tanque;359
2009;julio;El Tanque;369
2009;agosto;El Tanque;358
2009;septiembre;El Tanque;353
2009;octubre;El Tanque;324
2009;noviembre;El Tanque;320
2009;diciembre;El Tanque;315
2010;enero;El Tanque;338
2010;febrero;El Tanque;317
2010;marzo;El Tanque;321
2010;abril;El Tanque;338
2010;mayo;El Tanque;330
2010;junio;El Tanque;320
2010;julio;El Tanque;297
2010;agosto;El Tanque;332
2010;septiembre;El Tanque;320
2010;octubre;El Tanque;310
2010;noviembre;El Tanque;306
2010;diciembre;El Tanque;317
2011;enero;El Tanque;315
2011;febrero;El Tanque;299
2011;marzo;El Tanque;313
2011;abril;El Tanque;319
2011;mayo;El Tanque;315
2011;junio;El Tanque;291
2011;julio;El Tanque;295
2011;agosto;El Tanque;297
2011;septiembre;El Tanque;289
2011;octubre;El Tanque;285
2011;noviembre;El Tanque;290
2011;diciembre;El Tanque;310
2012;enero;El Tanque;297
2012;febrero;El Tanque;293
2012;marzo;El Tanque;294
2012;abril;El Tanque;291
2012;mayo;El Tanque;290
2012;junio;El Tanque;288
2012;julio;El Tanque;305
2012;agosto;El Tanque;299
2012;septiembre;El Tanque;311
2012;octubre;El Tanque;302
2012;noviembre;El Tanque;290
2012;diciembre;El Tanque;279
2013;enero;El Tanque;287
2013;febrero;El Tanque;281
2013;marzo;El Tanque;299
2013;abril;El Tanque;308
2013;mayo;El Tanque;313
2013;junio;El Tanque;317
2003;enero;Tazacorte;547
2003;febrero;Tazacorte;566
2003;marzo;Tazacorte;561
2003;abril;Tazacorte;588
2003;mayo;Tazacorte;589
2003;junio;Tazacorte;577
2003;julio;Tazacorte;561
2003;agosto;Tazacorte;554
2003;septiembre;Tazacorte;559
2003;octubre;Tazacorte;604
2003;noviembre;Tazacorte;627
2003;diciembre;Tazacorte;629
2004;enero;Tazacorte;640
2004;febrero;Tazacorte;675
2004;marzo;Tazacorte;671
2004;abril;Tazacorte;674
2004;mayo;Tazacorte;680
2004;junio;Tazacorte;674
2004;julio;Tazacorte;661
2004;agosto;Tazacorte;630
2004;septiembre;Tazacorte;625
2004;octubre;Tazacorte;649
2004;noviembre;Tazacorte;646
2004;diciembre;Tazacorte;640
2005;enero;Tazacorte;652
2005;febrero;Tazacorte;674
2005;marzo;Tazacorte;694
2005;abril;Tazacorte;696
2005;mayo;Tazacorte;699
2005;junio;Tazacorte;717
2005;julio;Tazacorte;710
2005;agosto;Tazacorte;695
2005;septiembre;Tazacorte;665
2005;octubre;Tazacorte;642
2005;noviembre;Tazacorte;624
2005;diciembre;Tazacorte;632
2006;enero;Tazacorte;637
2006;febrero;Tazacorte;624
2006;marzo;Tazacorte;634
2006;abril;Tazacorte;592
2006;mayo;Tazacorte;558
2006;junio;Tazacorte;563
2006;julio;Tazacorte;622
2006;agosto;Tazacorte;643
2006;septiembre;Tazacorte;660
2006;octubre;Tazacorte;651
2006;noviembre;Tazacorte;660
2006;diciembre;Tazacorte;644
2007;enero;Tazacorte;659
2007;febrero;Tazacorte;662
2007;marzo;Tazacorte;667
2007;abril;Tazacorte;675
2007;mayo;Tazacorte;718
2007;junio;Tazacorte;723
2007;julio;Tazacorte;716
2007;agosto;Tazacorte;739
2007;septiembre;Tazacorte;745
2007;octubre;Tazacorte;723
2007;noviembre;Tazacorte;725
2007;diciembre;Tazacorte;720
2008;enero;Tazacorte;714
2008;febrero;Tazacorte;735
2008;marzo;Tazacorte;735
2008;abril;Tazacorte;751
2008;mayo;Tazacorte;748
2008;junio;Tazacorte;752
2008;julio;Tazacorte;744
2008;agosto;Tazacorte;727
2008;septiembre;Tazacorte;708
2008;octubre;Tazacorte;720
2008;noviembre;Tazacorte;714
2008;diciembre;Tazacorte;704
2009;enero;Tazacorte;715
2009;febrero;Tazacorte;716
2009;marzo;Tazacorte;735
2009;abril;Tazacorte;723
2009;mayo;Tazacorte;724
2009;junio;Tazacorte;717
2009;julio;Tazacorte;705
2009;agosto;Tazacorte;716
2009;septiembre;Tazacorte;709
2009;octubre;Tazacorte;698
2009;noviembre;Tazacorte;693
2009;diciembre;Tazacorte;689
2010;enero;Tazacorte;666
2010;febrero;Tazacorte;668
2010;marzo;Tazacorte;650
2010;abril;Tazacorte;653
2010;mayo;Tazacorte;651
2010;junio;Tazacorte;645
2010;julio;Tazacorte;628
2010;agosto;Tazacorte;630
2010;septiembre;Tazacorte;638
2010;octubre;Tazacorte;668
2010;noviembre;Tazacorte;661
2010;diciembre;Tazacorte;654
2011;enero;Tazacorte;656
2011;febrero;Tazacorte;639
2011;marzo;Tazacorte;643
2011;abril;Tazacorte;624
2011;mayo;Tazacorte;610
2011;junio;Tazacorte;596
2011;julio;Tazacorte;582
2011;agosto;Tazacorte;578
2011;septiembre;Tazacorte;586
2011;octubre;Tazacorte;580
2011;noviembre;Tazacorte;591
2011;diciembre;Tazacorte;583
2012;enero;Tazacorte;578
2012;febrero;Tazacorte;568
2012;marzo;Tazacorte;571
2012;abril;Tazacorte;563
2012;mayo;Tazacorte;569
2012;junio;Tazacorte;564
2012;julio;Tazacorte;566
2012;agosto;Tazacorte;559
2012;septiembre;Tazacorte;582
2012;octubre;Tazacorte;598
2012;noviembre;Tazacorte;581
2012;diciembre;Tazacorte;568
2013;enero;Tazacorte;574
2013;febrero;Tazacorte;586
2013;marzo;Tazacorte;583
2013;abril;Tazacorte;571
2013;mayo;Tazacorte;574
2013;junio;Tazacorte;613
2003;enero;Tegueste;528
2003;febrero;Tegueste;575
2003;marzo;Tegueste;594
2003;abril;Tegueste;623
2003;mayo;Tegueste;636
2003;junio;Tegueste;674
2003;julio;Tegueste;654
2003;agosto;Tegueste;653
2003;septiembre;Tegueste;653
2003;octubre;Tegueste;662
2003;noviembre;Tegueste;708
2003;diciembre;Tegueste;706
2004;enero;Tegueste;728
2004;febrero;Tegueste;765
2004;marzo;Tegueste;791
2004;abril;Tegueste;822
2004;mayo;Tegueste;853
2004;junio;Tegueste;875
2004;julio;Tegueste;922
2004;agosto;Tegueste;896
2004;septiembre;Tegueste;902
2004;octubre;Tegueste;894
2004;noviembre;Tegueste;898
2004;diciembre;Tegueste;955
2005;enero;Tegueste;1016
2005;febrero;Tegueste;1080
2005;marzo;Tegueste;1098
2005;abril;Tegueste;1106
2005;mayo;Tegueste;1120
2005;junio;Tegueste;1127
2005;julio;Tegueste;1130
2005;agosto;Tegueste;1156
2005;septiembre;Tegueste;1214
2005;octubre;Tegueste;1177
2005;noviembre;Tegueste;1132
2005;diciembre;Tegueste;1138
2006;enero;Tegueste;1183
2006;febrero;Tegueste;1182
2006;marzo;Tegueste;1180
2006;abril;Tegueste;1146
2006;mayo;Tegueste;1156
2006;junio;Tegueste;1166
2006;julio;Tegueste;1195
2006;agosto;Tegueste;1210
2006;septiembre;Tegueste;1210
2006;octubre;Tegueste;1196
2006;noviembre;Tegueste;1265
2006;diciembre;Tegueste;1246
2007;enero;Tegueste;1276
2007;febrero;Tegueste;1304
2007;marzo;Tegueste;1342
2007;abril;Tegueste;1364
2007;mayo;Tegueste;1365
2007;junio;Tegueste;1366
2007;julio;Tegueste;1412
2007;agosto;Tegueste;1395
2007;septiembre;Tegueste;1395
2007;octubre;Tegueste;1384
2007;noviembre;Tegueste;1420
2007;diciembre;Tegueste;1389
2008;enero;Tegueste;1395
2008;febrero;Tegueste;1422
2008;marzo;Tegueste;1439
2008;abril;Tegueste;1435
2008;mayo;Tegueste;1424
2008;junio;Tegueste;1427
2008;julio;Tegueste;1425
2008;agosto;Tegueste;1402
2008;septiembre;Tegueste;1340
2008;octubre;Tegueste;1379
2008;noviembre;Tegueste;1368
2008;diciembre;Tegueste;1322
2009;enero;Tegueste;1326
2009;febrero;Tegueste;1336
2009;marzo;Tegueste;1333
2009;abril;Tegueste;1313
2009;mayo;Tegueste;1287
2009;junio;Tegueste;1283
2009;julio;Tegueste;1313
2009;agosto;Tegueste;1299
2009;septiembre;Tegueste;1319
2009;octubre;Tegueste;1287
2009;noviembre;Tegueste;1274
2009;diciembre;Tegueste;1244
2010;enero;Tegueste;1236
2010;febrero;Tegueste;1194
2010;marzo;Tegueste;1183
2010;abril;Tegueste;1201
2010;mayo;Tegueste;1210
2010;junio;Tegueste;1182
2010;julio;Tegueste;1198
2010;agosto;Tegueste;1224
2010;septiembre;Tegueste;1226
2010;octubre;Tegueste;1256
2010;noviembre;Tegueste;1256
2010;diciembre;Tegueste;1243
2011;enero;Tegueste;1194
2011;febrero;Tegueste;1190
2011;marzo;Tegueste;1183
2011;abril;Tegueste;1215
2011;mayo;Tegueste;1220
2011;junio;Tegueste;1172
2011;julio;Tegueste;1142
2011;agosto;Tegueste;1186
2011;septiembre;Tegueste;1154
2011;octubre;Tegueste;1173
2011;noviembre;Tegueste;1148
2011;diciembre;Tegueste;1123
2012;enero;Tegueste;1152
2012;febrero;Tegueste;1138
2012;marzo;Tegueste;1094
2012;abril;Tegueste;1068
2012;mayo;Tegueste;1054
2012;junio;Tegueste;1064
2012;julio;Tegueste;1082
2012;agosto;Tegueste;1059
2012;septiembre;Tegueste;1105
2012;octubre;Tegueste;1091
2012;noviembre;Tegueste;1094
2012;diciembre;Tegueste;1091
2013;enero;Tegueste;1106
2013;febrero;Tegueste;1067
2013;marzo;Tegueste;1039
2013;abril;Tegueste;1008
2013;mayo;Tegueste;1013
2013;junio;Tegueste;971
2003;enero;Tijarafe;214
2003;febrero;Tijarafe;213
2003;marzo;Tijarafe;198
2003;abril;Tijarafe;207
2003;mayo;Tijarafe;207
2003;junio;Tijarafe;201
2003;julio;Tijarafe;206
2003;agosto;Tijarafe;203
2003;septiembre;Tijarafe;200
2003;octubre;Tijarafe;231
2003;noviembre;Tijarafe;258
2003;diciembre;Tijarafe;248
2004;enero;Tijarafe;260
2004;febrero;Tijarafe;266
2004;marzo;Tijarafe;269
2004;abril;Tijarafe;266
2004;mayo;Tijarafe;257
2004;junio;Tijarafe;264
2004;julio;Tijarafe;256
2004;agosto;Tijarafe;248
2004;septiembre;Tijarafe;248
2004;octubre;Tijarafe;263
2004;noviembre;Tijarafe;268
2004;diciembre;Tijarafe;279
2005;enero;Tijarafe;278
2005;febrero;Tijarafe;285
2005;marzo;Tijarafe;283
2005;abril;Tijarafe;277
2005;mayo;Tijarafe;269
2005;junio;Tijarafe;266
2005;julio;Tijarafe;270
2005;agosto;Tijarafe;268
2005;septiembre;Tijarafe;265
2005;octubre;Tijarafe;264
2005;noviembre;Tijarafe;251
2005;diciembre;Tijarafe;260
2006;enero;Tijarafe;249
2006;febrero;Tijarafe;255
2006;marzo;Tijarafe;252
2006;abril;Tijarafe;240
2006;mayo;Tijarafe;226
2006;junio;Tijarafe;234
2006;julio;Tijarafe;238
2006;agosto;Tijarafe;248
2006;septiembre;Tijarafe;239
2006;octubre;Tijarafe;244
2006;noviembre;Tijarafe;310
2006;diciembre;Tijarafe;309
2007;enero;Tijarafe;313
2007;febrero;Tijarafe;302
2007;marzo;Tijarafe;299
2007;abril;Tijarafe;298
2007;mayo;Tijarafe;298
2007;junio;Tijarafe;302
2007;julio;Tijarafe;306
2007;agosto;Tijarafe;306
2007;septiembre;Tijarafe;312
2007;octubre;Tijarafe;313
2007;noviembre;Tijarafe;322
2007;diciembre;Tijarafe;316
2008;enero;Tijarafe;331
2008;febrero;Tijarafe;326
2008;marzo;Tijarafe;326
2008;abril;Tijarafe;312
2008;mayo;Tijarafe;313
2008;junio;Tijarafe;314
2008;julio;Tijarafe;298
2008;agosto;Tijarafe;276
2008;septiembre;Tijarafe;271
2008;octubre;Tijarafe;293
2008;noviembre;Tijarafe;304
2008;diciembre;Tijarafe;311
2009;enero;Tijarafe;298
2009;febrero;Tijarafe;299
2009;marzo;Tijarafe;293
2009;abril;Tijarafe;282
2009;mayo;Tijarafe;289
2009;junio;Tijarafe;284
2009;julio;Tijarafe;275
2009;agosto;Tijarafe;268
2009;septiembre;Tijarafe;265
2009;octubre;Tijarafe;291
2009;noviembre;Tijarafe;304
2009;diciembre;Tijarafe;303
2010;enero;Tijarafe;295
2010;febrero;Tijarafe;284
2010;marzo;Tijarafe;255
2010;abril;Tijarafe;265
2010;mayo;Tijarafe;275
2010;junio;Tijarafe;287
2010;julio;Tijarafe;251
2010;agosto;Tijarafe;251
2010;septiembre;Tijarafe;269
2010;octubre;Tijarafe;269
2010;noviembre;Tijarafe;285
2010;diciembre;Tijarafe;278
2011;enero;Tijarafe;278
2011;febrero;Tijarafe;275
2011;marzo;Tijarafe;281
2011;abril;Tijarafe;274
2011;mayo;Tijarafe;275
2011;junio;Tijarafe;273
2011;julio;Tijarafe;255
2011;agosto;Tijarafe;242
2011;septiembre;Tijarafe;242
2011;octubre;Tijarafe;258
2011;noviembre;Tijarafe;258
2011;diciembre;Tijarafe;255
